,hh_key,hhincome_eq_percapita
7819,12-1267507,medium
7820,12-1267509,medium
7821,12-1267515,low
7822,12-1267518,low
7823,12-1267520,low
7824,12-1267521,high
7825,12-1267532,high
7826,12-1267535,high
7827,12-1268505,low
7828,12-1268531,low
7829,12-1268553,high
7830,12-1268554,low
7831,12-1268556,medium
7832,12-1268557,medium
7833,12-1268560,medium
7834,12-1268579,high
7835,12-1268580,high
7836,12-1268584,high
7837,12-1269502,high
7838,12-1269506,high
7839,12-1269517,medium
7840,12-1269522,medium
7841,12-1269527,high
7842,12-1269529,high
7843,12-1269532,high
7844,12-1269542,high
7845,12-1270502,high
7846,12-1270504,low
7847,12-1270509,low
7848,12-1270519,high
7849,12-1270525,high
7850,12-1270531,high
7851,12-1270532,low
7852,12-1270535,medium
7853,12-1270542,low
7854,12-1270545,medium
7855,12-1270554,high
7856,12-1270556,medium
7857,12-1271503,medium
7858,12-1271506,low
7859,12-1271511,low
7860,12-1271515,low
7861,12-1271526,low
7862,12-1271527,low
7863,12-1271529,low
7864,12-1272503,medium
7865,12-1272508,medium
7866,12-1272512,low
7867,12-1273501,high
7868,12-1273513,medium
7869,12-1273519,medium
7870,12-1273526,low
7871,12-1273531,high
7872,12-1273538,high
7873,12-1273545,high
7874,12-1274501,high
7875,12-1274511,medium
7876,12-1274513,high
7877,12-1274528,high
7878,12-1274530,low
7879,12-1274539,medium
7880,12-1275504,high
7881,12-1275505,high
7882,12-1275506,high
7883,12-1275507,high
7884,12-1275509,medium
7885,12-1275514,medium
7886,12-1276501,high
7887,12-1276502,high
7888,12-1276504,low
7889,12-1277503,medium
7890,12-1277505,low
7891,12-1277509,low
7892,12-1278509,low
7893,12-1278519,low
7894,12-1278527,low
7895,12-1278530,high
7896,12-1279501,high
7897,12-1279502,high
7898,12-1279504,high
7899,12-1279505,high
7900,12-1279506,low
7901,12-1279509,high
7902,12-1280520,medium
7903,12-1280524,high
7904,12-1280532,high
7905,12-1281503,medium
7906,12-1281508,medium
7907,12-1281518,medium
7908,12-1281535,low
7909,12-1281541,high
7910,12-1282506,high
7911,12-1282525,medium
7912,12-1282543,low
7913,12-1283506,high
7914,12-1283507,medium
7915,12-1283516,low
7916,12-1283526,low
7917,12-1283528,low
7918,12-1283533,low
7919,12-1283535,high
7920,12-1283551,medium
7921,12-1283557,high
7922,12-1283567,medium
7923,12-1283568,medium
7924,12-1283571,low
7925,12-1283594,low
7926,12-1283596,high
7927,12-1284502,high
7928,12-1284505,high
7929,12-1284513,medium
7930,12-1284519,low
7931,12-1284520,medium
7932,12-1284523,medium
7933,12-1284524,medium
7934,12-1284530,medium
7935,12-1284532,low
7936,12-1284533,low
7937,12-1285505,medium
7938,12-1285507,high
7939,12-1285508,high
7940,12-1286504,high
7941,12-1286507,high
7942,12-1286531,medium
7943,12-1287513,low
7944,12-1287525,high
7945,12-1287533,low
7946,12-1288501,low
7947,12-1288517,high
7948,12-1288526,high
7949,12-1288527,low
7950,12-1288529,high
7951,12-1289501,medium
7952,12-1289511,high
7953,12-1289530,high
7954,12-1289534,high
7955,12-1289540,high
7956,12-1289555,medium
7957,12-1289560,high
7958,12-1290503,high
7959,12-1290508,high
7960,12-1290509,high
7961,12-1290510,low
7962,12-1290515,medium
7963,12-328009,low
7964,12-328040,low
7965,12-328050,high
7966,12-363008,low
7967,12-363031,medium
7968,12-363033,medium
7969,12-371021,high
7970,12-371500,high
7971,12-372507,high
7972,12-372508,medium
7973,12-372509,medium
7974,12-372510,high
7975,12-372558,medium
7976,12-372559,high
7977,12-380017,high
7978,12-380050,low
7979,12-508516,high
7980,12-508517,medium
7981,12-508522,medium
7982,12-508544,medium
7983,12-508547,high
7984,12-512506,medium
7985,12-512525,high
7986,12-513509,medium
7987,12-513559,medium
7988,12-513579,medium
7989,12-513584,high
7990,12-513590,low
7991,12-513596,high
7992,12-513606,medium
7993,12-513610,medium
7994,12-513619,medium
7995,12-513625,medium
7996,12-513666,high
7997,12-513667,medium
7998,12-513668,medium
7999,12-518506,high
8000,12-518510,medium
8001,12-518519,medium
8002,12-518521,low
8003,12-519501,medium
8004,12-519505,medium
8005,12-519534,medium
8006,12-519542,medium
8007,12-519547,low
8008,12-519551,medium
8009,12-522520,low
8010,12-522526,high
8011,12-522543,low
8012,12-523501,medium
8013,12-523523,medium
8014,12-523533,medium
8015,12-523551,medium
8016,12-524508,low
8017,12-524516,high
8018,12-524521,high
8019,12-524529,low
8020,12-524547,low
8021,12-524555,low
8022,12-527502,high
8023,12-527511,high
8024,12-537505,high
8025,12-537523,medium
8026,12-537538,medium
8027,12-539503,low
8028,12-539522,high
8029,12-539540,high
8030,12-540518,medium
8031,12-540526,medium
8032,12-540529,medium
8033,12-540532,medium
8034,12-545509,high
8035,12-545517,high
8036,12-545537,high
8037,12-545539,low
8038,12-545540,high
8039,12-545578,medium
8040,12-548508,medium
8041,12-548517,low
8042,12-548523,medium
8043,12-548536,medium
8044,12-548552,high
8045,12-548576,high
8046,12-548586,high
8047,12-548591,high
8048,12-548601,high
8049,12-548604,low
8050,12-548613,high
8051,12-548620,high
8052,12-548659,medium
8053,12-548663,high
8054,12-551517,medium
8055,12-551543,low
8056,12-552516,high
8057,12-552517,high
8058,12-552522,high
8059,12-552524,high
8060,12-552531,low
8061,12-553530,medium
8062,12-553537,high
8063,12-553552,medium
8064,12-553567,low
8065,12-554502,high
8066,12-554504,low
8067,12-554507,low
8068,12-554530,low
8069,12-555505,medium
8070,12-555515,medium
8071,12-555516,medium
8072,12-555523,medium
8073,12-555547,low
8074,12-555548,medium
8075,12-557522,low
8076,12-557548,medium
8077,12-557561,medium
8078,12-557573,medium
8079,12-557592,low
8080,12-557606,low
8081,12-558508,low
8082,12-558512,low
8083,12-558519,medium
8084,12-558530,low
8085,12-558532,medium
8086,12-558564,low
8087,12-558571,medium
8088,12-558578,medium
8089,12-558584,medium
8090,12-562516,low
8091,12-565506,medium
8092,12-565514,high
8093,12-565517,low
8094,12-566503,low
8095,12-566505,medium
8096,12-566506,medium
8097,12-566538,high
8098,12-566541,medium
8099,12-566551,low
8100,12-569505,high
8101,12-569509,high
8102,12-569543,high
8103,12-569553,medium
8104,12-573509,medium
8105,12-573545,low
8106,12-573586,medium
8107,12-573588,medium
8108,12-573644,medium
8109,12-573652,medium
8110,12-574513,medium
8111,12-574533,medium
8112,12-574541,medium
8113,12-574546,low
8114,12-574592,low
8115,12-575514,medium
8116,12-575519,low
8117,12-575521,high
8118,12-575539,high
8119,12-575543,medium
8120,12-575563,medium
8121,12-575570,low
8122,12-578501,low
8123,12-578550,high
8124,12-594529,medium
8125,12-595512,high
8126,12-600503,low
8127,12-603510,medium
8128,12-603523,low
8129,12-603529,medium
8130,12-604507,high
8131,12-604535,medium
8132,12-604540,low
8133,12-607501,low
8134,12-607528,low
8135,12-607536,medium
8136,12-607538,low
8137,12-608504,medium
8138,12-608510,high
8139,12-608525,medium
8140,12-608539,low
8141,12-608544,high
8142,12-608545,medium
8143,12-608551,high
8144,12-612505,medium
8145,12-612509,low
8146,12-612526,medium
8147,12-612527,low
8148,12-612552,high
8149,12-613525,low
8150,12-613527,medium
8151,12-613541,medium
8152,12-616502,low
8153,12-616511,medium
8154,12-616513,high
8155,12-616515,high
8156,12-616516,medium
8157,12-616518,high
8158,12-616521,high
8159,12-616532,high
8160,12-616559,medium
8161,12-618519,high
8162,12-618528,low
8163,12-618538,medium
8164,12-618559,high
8165,12-621514,high
8166,12-621531,low
8167,12-621537,low
8168,12-621538,medium
8169,12-621539,medium
8170,12-621550,medium
8171,12-621558,low
8172,12-621559,low
8173,12-622501,low
8174,12-622510,medium
8175,12-622513,low
8176,12-622544,low
8177,12-622552,medium
8178,12-622559,low
8179,12-622563,medium
8180,12-622564,low
8181,12-623508,medium
8182,12-623513,medium
8183,12-623514,medium
8184,12-623554,low
8185,12-623575,high
8186,12-624501,high
8187,12-624511,medium
8188,12-624527,medium
8189,12-624557,high
8190,12-624560,high
8191,12-626514,high
8192,12-626526,high
8193,12-626540,medium
8194,12-626545,low
8195,12-626550,medium
8196,12-626557,high
8197,12-627506,high
8198,12-627515,high
8199,12-627534,medium
8200,12-627551,low
8201,12-627555,medium
8202,12-627556,medium
8203,12-627572,high
8204,12-627578,medium
8205,12-627596,high
8206,12-628510,high
8207,12-628518,high
8208,12-628529,medium
8209,12-628545,high
8210,12-628548,medium
8211,12-628559,high
8212,12-628579,high
8213,12-629519,high
8214,12-629537,high
8215,12-629546,high
8216,12-629554,low
8217,12-629562,medium
8218,12-629565,low
8219,12-629568,medium
8220,12-629571,medium
8221,12-629576,low
8222,12-629588,medium
8223,12-630513,high
8224,12-630523,high
8225,12-630538,medium
8226,12-630541,high
8227,12-630542,high
8228,12-630549,medium
8229,12-630568,medium
8230,12-630578,low
8231,12-630586,low
8232,12-630587,medium
8233,12-632509,high
8234,12-632530,low
8235,12-632538,medium
8236,12-632539,low
8237,12-632552,low
8238,12-632575,high
8239,12-632577,low
8240,12-632584,low
8241,12-634507,high
8242,12-634522,medium
8243,12-634525,low
8244,12-634529,high
8245,12-634562,low
8246,12-634573,medium
8247,12-634576,medium
8248,12-634581,low
8249,12-636526,high
8250,12-636528,high
8251,12-636543,medium
8252,12-636551,medium
8253,12-636573,medium
8254,12-636586,medium
8255,12-636614,high
8256,12-636617,medium
8257,12-637503,medium
8258,12-637507,medium
8259,12-637510,high
8260,12-637518,low
8261,12-637521,medium
8262,12-637531,medium
8263,12-637540,medium
8264,12-637559,low
8265,12-637596,high
8266,12-637601,medium
8267,12-637607,high
8268,12-637609,high
8269,12-638504,high
8270,12-638521,low
8271,12-638528,low
8272,12-638532,low
8273,12-638563,low
8274,12-638575,low
8275,12-638580,medium
8276,12-638588,high
8277,12-639504,high
8278,12-639510,high
8279,12-639511,medium
8280,12-639522,high
8281,12-639523,high
8282,12-639546,medium
8283,12-639551,high
8284,12-639574,low
8285,12-639601,high
8286,12-640520,medium
8287,12-640528,medium
8288,12-640538,high
8289,12-640546,high
8290,12-640549,medium
8291,12-640550,medium
8292,12-640551,high
8293,12-640572,medium
8294,12-640586,medium
8295,12-640587,high
8296,12-640604,high
8297,12-640605,high
8298,12-642505,high
8299,12-642517,high
8300,12-642526,high
8301,12-642537,low
8302,12-642541,high
8303,12-642563,high
8304,12-642565,medium
8305,12-642566,medium
8306,12-642576,medium
8307,12-642588,low
8308,12-642592,high
8309,12-642606,low
8310,12-642609,high
8311,12-643587,low
8312,12-643608,low
8313,12-643615,low
8314,12-647507,medium
8315,12-647513,medium
8316,12-648505,high
8317,12-648515,medium
8318,12-648516,low
8319,12-648532,high
8320,12-649503,medium
8321,12-649534,high
8322,12-649539,high
8323,12-649540,medium
8324,12-649542,high
8325,12-650507,low
8326,12-650532,medium
8327,12-651502,high
8328,12-651507,medium
8329,12-651519,medium
8330,12-651524,medium
8331,12-651547,high
8332,12-652504,low
8333,12-652514,high
8334,12-652517,low
8335,12-654510,high
8336,12-654515,low
8337,12-654536,high
8338,12-654550,low
8339,12-654563,medium
8340,12-654566,high
8341,12-656507,medium
8342,12-656509,medium
8343,12-656522,medium
8344,12-656540,low
8345,12-656596,low
8346,12-656598,medium
8347,12-657506,medium
8348,12-657509,medium
8349,12-657513,medium
8350,12-657515,high
8351,12-657541,medium
8352,12-657560,high
8353,12-657567,medium
8354,12-657568,medium
8355,12-658512,low
8356,12-658521,low
8357,12-658522,medium
8358,12-658538,low
8359,12-658544,low
8360,12-658559,medium
8361,12-658568,medium
8362,12-658571,medium
8363,12-658572,low
8364,12-658574,low
8365,12-658575,medium
8366,12-658583,high
8367,12-659520,low
8368,12-659530,medium
8369,12-659535,high
8370,12-659558,medium
8371,12-659562,medium
8372,12-659563,high
8373,12-659572,low
8374,12-659574,medium
8375,12-659578,high
8376,12-659581,high
8377,12-659586,medium
8378,12-660505,high
8379,12-660527,high
8380,12-660534,medium
8381,12-660549,high
8382,12-660554,high
8383,12-660564,low
8384,12-660576,low
8385,12-660577,medium
8386,12-660581,low
8387,12-661506,low
8388,12-661514,high
8389,12-661537,medium
8390,12-661545,low
8391,12-661547,low
8392,12-661550,medium
8393,12-661551,low
8394,12-661553,high
8395,12-661589,low
8396,12-661597,high
8397,12-662502,low
8398,12-662521,medium
8399,12-662522,high
8400,12-662566,medium
8401,12-662567,medium
8402,12-662572,high
8403,12-662594,low
8404,12-662596,high
8405,12-662620,medium
8406,12-662636,high
8407,12-662638,low
8408,12-662648,high
8409,12-664502,medium
8410,12-664517,low
8411,12-664535,high
8412,12-665504,high
8413,12-665505,high
8414,12-665508,low
8415,12-665513,medium
8416,12-665528,medium
8417,12-665545,medium
8418,12-665547,low
8419,12-665550,medium
8420,12-667506,medium
8421,12-667517,medium
8422,12-667530,medium
8423,12-667531,medium
8424,12-667542,high
8425,12-667546,low
8426,12-667558,medium
8427,12-667565,medium
8428,12-668531,high
8429,12-668546,medium
8430,12-668551,high
8431,12-668561,high
8432,12-669508,medium
8433,12-669534,high
8434,12-669558,low
8435,12-669576,high
8436,12-669581,medium
8437,12-669599,low
8438,12-669633,low
8439,12-669635,medium
8440,12-670507,medium
8441,12-670517,high
8442,12-670532,high
8443,12-670533,low
8444,12-670583,medium
8445,12-672509,low
8446,12-672524,low
8447,12-672526,medium
8448,12-672533,low
8449,12-672559,low
8450,12-672561,medium
8451,12-672570,low
8452,12-672572,medium
8453,12-673514,low
8454,12-673535,low
8455,12-673536,medium
8456,12-673538,low
8457,12-673540,high
8458,12-673541,low
8459,12-673548,medium
8460,12-673576,high
8461,12-673578,medium
8462,12-674507,medium
8463,12-674513,high
8464,12-674519,medium
8465,12-674539,high
8466,12-674551,medium
8467,12-674556,high
8468,12-674557,high
8469,12-674563,medium
8470,12-674571,medium
8471,12-674574,medium
8472,12-674579,medium
8473,12-675503,high
8474,12-675508,low
8475,12-675512,medium
8476,12-675520,medium
8477,12-675525,low
8478,12-675530,high
8479,12-675532,high
8480,12-675544,high
8481,12-675547,low
8482,12-675554,high
8483,12-675562,low
8484,12-675580,high
8485,12-675582,low
8486,12-675597,high
8487,12-675599,low
8488,12-677503,low
8489,12-677518,high
8490,12-677521,low
8491,12-677541,low
8492,12-678510,low
8493,12-678514,medium
8494,12-678540,high
8495,12-679502,low
8496,12-679513,high
8497,12-679518,high
8498,12-679529,low
8499,12-679530,high
8500,12-679546,high
8501,12-679553,medium
8502,12-679561,high
8503,12-679570,high
8504,12-679573,medium
8505,12-679604,high
8506,12-679608,low
8507,12-682539,medium
8508,12-682557,medium
8509,12-682574,high
8510,12-682576,low
8511,12-682577,medium
8512,12-684501,medium
8513,12-684508,high
8514,12-685517,medium
8515,12-685521,medium
8516,12-685525,medium
8517,12-685537,high
8518,12-686502,low
8519,12-686505,medium
8520,12-686515,medium
8521,12-686531,medium
8522,12-686537,low
8523,12-687503,high
8524,12-687516,low
8525,12-687535,medium
8526,12-687543,medium
8527,12-688503,low
8528,12-688524,high
8529,12-688540,medium
8530,12-688572,medium
8531,12-689513,medium
8532,12-690514,low
8533,12-690536,low
8534,12-690550,low
8535,12-690561,low
8536,12-690575,low
8537,12-691516,high
8538,12-691518,low
8539,12-691533,low
8540,12-691537,low
8541,12-693502,high
8542,12-693509,medium
8543,12-693510,high
8544,12-693521,medium
8545,12-693528,medium
8546,12-693531,high
8547,12-693532,medium
8548,12-693543,medium
8549,12-699523,medium
8550,12-699546,low
8551,12-699547,high
8552,12-699550,high
8553,12-699552,medium
8554,12-699554,medium
8555,12-699562,high
8556,12-699574,low
8557,12-699578,medium
8558,12-701505,low
8559,12-701535,low
8560,12-702510,high
8561,12-702514,low
8562,12-702521,high
8563,12-702524,low
8564,12-702526,low
8565,12-703512,high
8566,12-703520,high
8567,12-703525,low
8568,12-703534,medium
8569,12-703544,medium
8570,12-703548,low
8571,12-703557,high
8572,12-703558,medium
8573,12-703563,high
8574,12-703569,medium
8575,12-704535,medium
8576,12-704537,medium
8577,12-704539,low
8578,12-704540,medium
8579,12-704542,medium
8580,12-704547,low
8581,12-708509,medium
8582,12-709524,low
8583,12-709526,low
8584,12-709542,high
8585,12-709543,high
8586,12-711519,low
8587,12-711521,medium
8588,12-711539,low
8589,12-711544,low
8590,12-711551,low
8591,12-711565,medium
8592,12-711567,medium
8593,12-711580,medium
8594,12-711590,low
8595,12-712507,low
8596,12-712510,medium
8597,12-712512,high
8598,12-712516,high
8599,12-712526,low
8600,12-712539,low
8601,12-712557,medium
8602,12-712561,low
8603,12-712598,low
8604,12-712620,medium
8605,12-712633,high
8606,12-712638,high
8607,12-716527,medium
8608,12-720513,high
8609,12-720519,high
8610,12-720533,high
8611,12-720544,high
8612,12-721526,low
8613,12-723502,high
8614,12-723510,high
8615,12-723534,medium
8616,12-723538,medium
8617,12-724505,high
8618,12-724513,medium
8619,12-724518,low
8620,12-724528,low
8621,12-724545,high
8622,12-725548,low
8623,12-726512,low
8624,12-726513,low
8625,12-726533,low
8626,12-726545,medium
8627,12-727513,medium
8628,12-727524,medium
8629,12-727542,medium
8630,12-730505,medium
8631,12-730528,high
8632,12-730548,medium
8633,12-731501,high
8634,12-731511,medium
8635,12-731513,high
8636,12-731515,medium
8637,12-731516,medium
8638,12-731532,high
8639,12-731534,low
8640,12-731553,medium
8641,12-733508,low
8642,12-733518,medium
8643,12-733527,medium
8644,12-733550,high
8645,12-733553,medium
8646,12-735524,medium
8647,12-735532,medium
8648,12-735541,low
8649,12-735543,medium
8650,12-736542,medium
8651,12-737509,low
8652,12-737510,low
8653,12-737527,medium
8654,12-737554,high
8655,12-737558,high
8656,12-738517,low
8657,12-740509,medium
8658,12-740512,high
8659,12-740515,low
8660,12-740537,high
8661,12-741528,high
8662,12-741546,high
8663,12-741554,medium
8664,12-742522,high
8665,12-742562,medium
8666,12-743520,low
8667,12-743528,medium
8668,12-743530,low
8669,12-743536,high
8670,12-743553,low
8671,12-748529,medium
8672,12-748533,high
8673,12-749508,high
8674,12-749512,medium
8675,12-749517,medium
8676,12-749523,medium
8677,12-749531,low
8678,12-749534,low
8679,12-750510,medium
8680,12-750515,low
8681,12-750540,low
8682,12-750544,low
8683,12-751515,low
8684,12-751592,low
8685,12-752509,medium
8686,12-752529,high
8687,12-752535,high
8688,12-754506,high
8689,12-754509,medium
8690,12-755501,medium
8691,12-755517,high
8692,12-755526,medium
8693,12-755547,low
8694,12-755550,low
8695,12-755570,medium
8696,12-755571,low
8697,12-755578,high
8698,12-755579,medium
8699,12-755582,low
8700,12-756511,medium
8701,12-756518,medium
8702,12-756522,high
8703,12-756532,high
8704,12-756534,high
8705,12-756542,medium
8706,12-756548,medium
8707,12-756549,medium
8708,12-756558,low
8709,12-756564,high
8710,12-757516,high
8711,12-757533,high
8712,12-757542,high
8713,12-758513,low
8714,12-758523,high
8715,12-758529,high
8716,12-758546,high
8717,12-759501,high
8718,12-759509,medium
8719,12-759511,medium
8720,12-759515,low
8721,12-759523,medium
8722,12-759538,low
8723,12-759562,low
8724,12-759563,high
